אונטולוגיה,יחידה ספרותית,מספר יחידה ספרותית,מספר רץ ,חלוקות משנה וכפל שמות,ID חדש?,מתוך טבלת רישום מדרשים,ID: טבלת רישום מדרשים,שטראק-שטמברגר,ID: שטראק-שטמברגר,"אנציקלופדיה יודאיקה (מ""ד הר)","ID: אנציקלופדיה יודאיקה (מ""ד הר)",ויקיפדיה,ID: ויקיפדיה,"פרוייקט השו""ת","ID: פרוייקט השו""ת",רייזל,ID: רייזל,פרידברג,Friedberg,ID: פרידברג,מ. ביאליק-לרנר,ID: ביאליק לרנר,English Reference MAZAL,MAZAL ID,Common English Title,Transcribed Title,Family,
,מדרשי הלכה,0,,,,<חוסר>,<חוסר>,The Mekhilta de Rabbi Ishmael,1,<חוסר>,<חוסר>,מכילתא דרבי ישמעאל,1,מכילתא דרבי ישמעאל,1,מכילתא דרבי ישמעאל,1,מכילתא דרבי ישמעאל,Mekhilta de-Rabbi Yishma‘el,26,<חוסר>,<חוסר>,Mekhilta of R. Ishmael,987007265234705171,Mekhilta de-Rabbi Ishmael,Mekhilta de-Rabbi Yishmael,"Midrash-halakha, Tannaitic Midrash",
,מדרשי הלכה,0,,,,<חוסר>,<חוסר>,The Mekhilta de Rabbi Simeon ben Yoḥai,2,<חוסר>,<חוסר>,מכילתא דרבי שמעון בן יוחאי,2,מכילתא דרבי שמעון בר יוחאי,2,מכילתא דרבי שמעון בר יוחאי,2,"מכילתא דרשב""י",Mekhilta of R. Simeon b. Yohai,27,<חוסר>,<חוסר>,Mekhilta of Rabbi Simeon ben Yohai,987007310654405171,Mekhilta de-Rabbi Shimon bar Yohai,Mekhilta de-Rabbi Shimon ben Yohai,"Midrash-halakha, Tannitic Midrash",
,מדרשי הלכה,0,,,,<חוסר>,<חוסר>,Sifra,3,<חוסר>,<חוסר>,ספרא,3,ספרא,3,ספרא - תורת כהנים,3,ספרא,Sifra,4,<חוסר>,<חוסר>,Sifra,987007286494005171,Sifra,Sifra,"Midrash-halakha, Tannitic Midrash",
,מדרשי הלכה,0,,,,<חוסר>,<חוסר>,A 'Mekhilta' on Leviticus?,4,<חוסר>,<חוסר>,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,<חוסר>,<חוסר>,,,,Mekhilta  Leviticus,"Midrash-halakha, Tannitic Midrash",
,מדרשי הלכה,0,,,,<חוסר>,<חוסר>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,ספרי,,5,<חוסר>,<חוסר>,Sifrei,987007286493505171,Sifrei,Sifrei,"Midrash-halakha, Tannitic Midrash",
,מדרשי הלכה,0,,,,<חוסר>,<חוסר>,Sifre Numbers,5,<חוסר>,<חוסר>,ספרי במדבר,4,ספרי במדבר,4,ספרי במדבר,4,ספרי במדבר,Sifre on Numbers,6,<חוסר>,<חוסר>,Sifrei. Numbers,987007268232705171,Sifrei Numbers,Sifrei Bemidbar,"Midrash-halakha, Tannitic Midrash",
,מדרשי הלכה,0,,,,<חוסר>,<חוסר>,Sifre Zutta,6,<חוסר>,<חוסר>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,ספרי זוטא,5,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,ספרי זוטא,Sifre Zuta,8,<חוסר>,<חוסר>,Sifrei zuta,987007287482305171,Sifrei Zuta,Sifrei Zuta,"Midrash-halakha, Tannitic Midrash",
,מדרשי הלכה,0,,,,<חוסר>,<חוסר>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,ספרי זוטא במדבר,5,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,ספרי זוטא במדבר,5,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,,,Sifrei Zuta to Numbers,Sifrei Zuta Bemidbar,"Midrash-halakha, Tannitic Midrash",
,מדרשי הלכה,0,,,,<חוסר>,<חוסר>,Sifre Deuteronomy,7,<חוסר>,<חוסר>,ספרי דברים,6,ספרי דברים,6,ספרי דברים,6,ספרי דברים,Sifre on Deuteronomy,7,<חוסר>,<חוסר>,Sifrei. Deuteronomy,987007268232605171,Sifrei Deuteronomy,Sifrei Devarim,"Midrash-halakha, Tannitic Midrash",
,מדרשי הלכה,0,,,,<חוסר>,<חוסר>,Midrash Tannaim,8,<חוסר>,<חוסר>,מכילתא דברים,7,מדרש תנאים לדברים,7,מכילתא דברים,7,מכילתא לדברים,Mekhilta on Deuteronomy,28,<חוסר>,<חוסר>,Midrash Tannaim,987007286637605171,Mekhilta to Deuteronomy; Midrash Tannaim,Mekhilta Devarim; Midrash Tannaim,"Midrash-halakha, Tannitic Midrash",
,מדרשי הלכה,0,,,,<חוסר>,<חוסר>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,ספרי זוטא דברים,8,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,ספרי זוטא דברים,8,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,,,Sifrei Zuta to Deuteronomy,Sifrei Zuta Devarim,"Midrash-halakha, Tannitic Midrash",
מדרש רבה על התורה,תורה,1.1-5,1,1,1.1-5:1:1.0,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,מדרש רבה על התורה,Midrash Rabbah on the Torah,36,<חוסר>,<חוסר>,Midrash rabbah. Pentateuch,987007265454105171,Midrash Rabbah on the Torah,Midrash Rabbah on the Torah,"Midrash-Rabba, Aggadic Midrash",
בראשית רבה,בראשית,1.1,1,1.1,1.1:1:1.1,בראשית רבה,1,Genesis Rabbah,9,Genesis Rabbah,1,בראשית רבה,9,בראשית רבה,11,בראשית רבה,9,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,Midrash rabbah. Genesis,987007286644205171,Genesis Rabbah,Bereshit Rabbah,"Aggadic Midrash, Amoraic Midrash, Midrash-Rabba",
בראשית רבה - ויחי,בראשית,1.1,1,1.2,1.1:1:1.2,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,Va-Yeḥi Rabbah,20,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,,,Genesis Rabbah – Vayehi,Bereshit Rabbah – Vayehi,"Aggadic Midrash, Tanhuma-Yelmanu, Midrash-Rabba",
שמות רבה,שמות,1.2,1,1,1.2:1:1.0,שמות רבה,2,Exodus Rabbah,16,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,שמות רבה,12,שמות רבה,10,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,Midrash rabbah. Exodus,987007265453905171,Exodus Rabbah,Shemot Rabbah,"Aggadic Midrash, Late Midrash",
שמות רבה - חלק א,שמות,1.2,1,1.1,1.2:1:1.1,שמות רבה - חלק א,2.1,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,Exodus Rabbah I,24,שמות רבה (פרשיות א-יא),37,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,,,Exodus Rabbah – Part 1,Shemot Rabbah – Part 1,"Aggadic Midrash, Late Midrash",
שמות רבה - חלק ב,שמות,1.2,1,1.2,1.2:1:1.2,שמות רבה - חלק ב,2.2,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,Exodus Rabbah II,19,שמות רבה (פרשיות יב-מ),20,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,,,Exodus Rabbah – Part 2,Shemot Rabbah – Part 2,"Tanhuma-Yelmanu, Midrash-Rabba, Aggadic Midrash, Late Midrash",
ויקרא רבה,ויקרא,1.3,1,1,1.3:1:1.0,ויקרא רבה,3,Leviticus Rabbah,11,Leviticus Rabbah,2,ויקרא רבה,10,ויקרא רבה,13,ויקרא רבה,11,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,Midrash rabbah. Leviticus,987007286638505171,Leviticus Rabbah,Vayikra Rabbah,"Aggadic Midrash, Amoraic Midrash, Midrash-Rabba",
במדבר רבה,במדבר,1.4,1,1,1.4:1:1.0,במדבר רבה,4,Numbers Rabbah,17,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,במדבר רבה,14,במדבר רבה,12,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,Midrash rabbah. Numbers,987007286640505171,Numbers Rabbah,Bemidbar Rabbah,"Midrash-Rabba, Aggadic Midrash",
במדבר רבה א,במדבר,1.4,1,1.1,1.4:1:1.1,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,Numbers Rabbah,38,במדבר רבה (פרשיות א-יד),38,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,,,Numbers Rabbah – Part 1,Bemidbar Rabbah – Part 1,"Midrash-Rabba, Aggadic Midrash, Late Midrash",
במדבר רבה ב,במדבר,1.4,1,1.2,1.4:1:1.2,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,Numbers Rabbah II,17,במדבר רבה (פרשיות טו-כג),21,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,,,Numbers Rabbah – Part 2,Bemidbar Rabbah – Part 2,"Midrash-Rabba, Tanhuma-Yelmanu, Aggadic Midrash",
דברים רבה,דברים,1.5,1,1,1.5:1:1.0,דברים רבה,5.1,Deuteronomy Rabbah,15,Deuteronomy Rabbah,14,דברים רבה,22,דברים רבה,15,דברים רבה,13,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,Midrash rabbah. Deuteronomy,987007286640205171,Deuteronomy Rabbah,Devarim Rabbah,"Midrash-Rabba, Late Midrash, Aggadic Midrash, Tanhuma-Yelmanu",
דברים רבה ליברמן,דברים,1.5,1,2,1.5:1:2.0,דברים רבה ליברמן,5.2,<חוסר>,<חוסר>,<חוסר>,<חוסר>,<חוסר>,<חוסר>,<חוסר>,<חוסר>,<חוסר>,<חוסר>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,,,Deuteronomy Rabbah Lieberman,Devarim Rabbah Lieberman,"Midrash-Rabba, Aggadic Midrash, Tanhuma-Yelmanu",
תנחומא - ילמדנו,תורה,1.1-5,2,1,1.1-5:2:1.0,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,tanḥuma - Yelamdenu,14,Tanḥuma,15,מדרשי התנחומא,19,מדרש תנחומא,30,תנחומא ילמדנו,28,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,Midrash Tanhuma,987007286637405171,Tanhuma–Yelamdenu,Tanhuma–Yelamdenu,"Tanhuma-Yelmanu, Aggadic Midrash",
מדרשי ילמדנו,תורה,1.1-5,2,2,1.1-5:2:2.0,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,Yellamedenu Midrashim,22,<חיבור משוער>,<חיבור משוער>,מדרש ילמדנו,31,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,<חוסר>,<חוסר>,Yelammedenu Midrashim,987007531691305171,Yelamdenu Midrashim,Midrashei Yelamdenu,"Tanhuma-Yelmanu, Aggadic Midrash",
תנחומא הנדפס - קושטא,תורה,1.1-5,2,3,1.1-5:2:3.0,תנחומא הנדפס - קושטא,6.1,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,תנחומא (הנדפס),Tanhuma (printed version),34,<חוסר>,<חוסר>,,,Printed Tanhuma – Constantinople,Printed Tanhuma – Constantinople,"Tanhuma-Yelmanu, Aggadic Midrash",
תנחומא הנדפס - מנטובה,תורה,1.1-5,2,4,1.1-5:2:4.0,תנחומא הנדפס - מנטובה,6.2,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,,,Printed Tanhuma – Mantua,Printed Tanhuma – Mantua,"Tanhuma-Yelmanu, Aggadic Midrash",
תנחומא בובר,תורה,1.1-5,2,5,1.1-5:2:5.0,תנחומא בובר,6.3,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,Tanḥuma (Buber),16,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,תנחומא (בובר),Tanhuma (Buber),33,<חוסר>,<חוסר>,Tanhuma Buber,,Tanhuma Buber,Tanhuma Buber,"Tanhuma-Yelmanu, Aggadic Midrash",
מדרש רבה על חמש מגילות,חמש מגילות ,1.17-21,1,1,1.17-21:1:1.0,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,מדרש רבה על חמש מגילות,Midrash Rabbah on the Five Megillot,37,<חוסר>,<חוסר>,Midrash rabbah. Five Scrolls,987007286639705171,Midrash Rabbah on the Five Megillot,Midrash Rabbah on the Five Megillot,"Midrash-Rabba, Aggadic Midrash",scroll midrashim
שיר השירים רבה,שיר השירים,1.17,1,1,1.17:1:1.0,שיר השירים רבה,7,Midrash Shir ha-Shirim or Song of Songs Rabbah,24,Songs Rabbah,6,שיר השירים רבה,13,שיר השירים רבה,17,שיר השירים רבה,14,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,Midrash rabbah. Song of Songs,987007286638905171,Song of Songs Rabbah,Shir HaShirim Rabbah,"Midrash-Rabba, Amoraic Midrash, Aggadic Midrash",scroll midrashim
רות רבה,רות,1.18,1,1,1.18:1:1.0,רות רבה,8,Midrash Ruth,25,Ruth Rabbah,7,רות רבה,23,רות רבה,18,רות רבה,17,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,Midrash rabbah. Ruth,987007286639105171,Ruth Rabbah,Rut Rabbah,"Midrash-Rabba, Amoraic Midrash",scroll midrashim
איכה רבה,איכה,1.19,1,1,1.19:1:1.0,איכה רבה,9,Lamentations Rabbah,10,Lamentations Rabbah,3,איכה רבה,11,איכה רבה,20,איכה רבה,19,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,Midrash rabbah. Lamentations,987007265454305171,Lamentations Rabbah,Eikhah Rabbah,"Midrash-Rabba, Amoraic Midrash",scroll midrashim
קהלת רבה,קהלת,1.20,1,1,1.20:1:1.0,קהלת רבה,10,Midrash Qohelet (Ecclesiastes Rabbah),26,Ecclesiastes Rabbah,12,קהלת רבה,24,קהלת רבה,21,קהלת רבה,21,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,Midrash rabbah. Ecclesiastes,987007286639405171,Ecclesiastes Rabbah,Kohelet Rabbah,"Midrash-Rabba, Amoraic Midrash",scroll midrashim
אסתר רבה,אסתר,1.21,1,1,1.21:1:1.0,אסתר רבה,11,Midrash Esther,27,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,אסתר רבה,19,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,מדרש מגילת אסתר,,21,<חוסר>,<חוסר>,Midrash rabbah. Esther,987007286639905171,Esther Rabbah,Esther Rabbah,"Midrash-Rabba, Late Midrash",scroll midrashim
אסתר רבה - חלק א,אסתר,1.21,1,1.1,1.21:1:1.1,אסתר רבה - חלק א,11.1,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,Eshther Rabbah I,4,אסתר רבה (פרשיות א-ו),12,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,אסתר רבה א,23,<פירוט ו/או הכללה>,,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,,,Esther Rabbah – Part 1,Esther Rabbah – Part 1,Midrash-Rabba,scroll midrashim
אסתר רבה - חלק ב,אסתר,1.21,1,1.2,1.21:1:1.2,אסתר רבה - חלק ב,11.2,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,Esther Rabbah II,32,אסתר רבה (פרשיות ז-י),39,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,אסתר רבה ב,24,<פירוט ו/או הכללה>,,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,,,Esther Rabbah – Part 2,Esther Rabbah – Part 2,Midrash-Rabba,scroll midrashim
תרגום שני למגילת אסתר,אסתר,1.21,2,1,1.21:2:1.0,<חוסר>,<חוסר>,<חוסר>,<חוסר>,Targum Sheni,8,תרגום שני למגילת אסתר,30,<חוסר>,<חוסר>,<חוסר>,<חוסר>,<חוסר>,,<חוסר>,<חוסר>,<חוסר>,Targum sheni,987007268734105171,Second Targum to Esther,Targum Sheni to Megillat Esther,Late Midrash,scroll midrashim; Late Midrash; Targumic Midrash
פסיקתא דרב כהנא,הפטרות ומועדי השנה,1.25,1,1,1.25:1:1.0,פסיקתא דרב כהנא,12,Pesiqta de Rab Kahana,12,Pesikta de-Rav Kahana,5,פסיקתא דרב כהנא,14,פסיקתא דרב כהנא,28,פסיקתא דרב כהנא,27,פסיקתא דרב כהנא,Pesiqta de-Rav Kahana,10,<חוסר>,<חוסר>,Pesikta de-Rav Kahana,987007286636905171,Pesikta de-Rav Kahana,Pesikta de-Rav Kahana,"Amoraic Midrash, Aggadic Midrash",
פסיקתא רבתי,הפטרות ומועדי השנה,1.25,2,1,1.25:2:1.0,פסיקתא רבתי,13,Pesiqta Rabbati,13,Pesikta Rabbati,18,פסיקתא רבתי,31,פסיקתא רבתי,29,פסיקתא רבתי,29,פסיקתא רבתי,Pesiqta Rabbati,12,<חוסר>,<חוסר>,Pesikta rabbati,987007286636705171,Pesikta Rabbati,Pesikta Rabbati,"Aggadic Midrash, Tanhuma-Yelmanu",
פסיקתא רבתי לעשרת הדיברות,הפטרות ומועדי השנה,1.25,2,1.1,1.25:2:1.1,פסיקתא רבתי לעשרת הדיברות,13.3,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,,,,<חוסר>,<חוסר>,,,Pesikta Rabbati on the Ten Commandments,Pesikta Rabbati le-Aseret HaDibrot,"Amoraic Midrash, Aggadic Midrash",
מדרש שמואל,שמואל,1.8,1,1,1.8:1:1.0,מדרש שמואל,14,Midrash Samuel,79,Midrash Samuel,11,מדרש שמואל,46,מדרש שמואל,33,מדרש שמואל,31,מדרש שמואל,Midrash Samuel,25,<חוסר>,<חוסר>,Midrash Samuel,987007286638105171,Midrash Samuel,Midrash Shmuel,"Aggadic Midrash, Amoraic Midrash",
מדרש תהלים,תהלים,1.14,1,1,1.14:1:1.0,מדרש תהלים,15,Midrash on Psalms,33,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,מדרש תהלים,34,מדרש תהילים – שוחר טוב,32,מדרש תהלים,Midrash Tehillim,19,<חוסר>,<חוסר>,Midrash Tehillim,987007590391505171,Midrash Psalms,Midrash Tehillim,"Aggadic Midrash, Late Midrash",
מדרש תהלים א,תהלים,1.14,1,1.1,1.14:1:1.1,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,Midrash Tehillim I,23,מדרש תהילים (מזמורים א-קיח),28,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,,,Midrash Psalms – Part 1,Midrash Tehillim – Part 1,"Aggadic Midrash, Late Midrash",
מדרש תהלים ב,תהלים,1.14,1,1.2,1.14:1:1.2,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,Midrash Tehillim II,33,מדרש תהילים (מזמורים קיט-קנ),48,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<פירוט ו/או הכללה>,<חוסר>,<חוסר>,,,Midrash Psalms – Part 2,Midrash Tehillim – Part 2,"Aggadic Midrash, Late Midrash",
מדרש משלי,משלי,1.15,1,1,1.15:1:1.0,מדרש משלי,16,Midrash Mishle,34,Midrash Proverbs,10,מדרש משלי,47,מדרש משלי,35,מדרש משלי,34,מדרש משלי,Midrash Mishley,22,<חוסר>,<חוסר>,Midrash Proverbs,987007286641405171,Midrash Proverbs,Midrash Mishlei,"Aggadic Midrash, Late Midrash",
מדרש איוב,איוב,1.16,1,1,1.16:1:1.0,<חיבור משוער>,<חיבור משוער>,Midrash Job,35,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,<חיבור משוער>,,<חיבור משוער>,<חוסר>,<חוסר>,Midrash Iyov,987007286641905171,Midrash Job,Midrash Iyov,Asserted Text,Asserted Text
שיר השירים זוטא,שיר השירים,1.17,2,1,1.17:2:1.0,שיר השירים זוטא,17,Other Midrashim on Song of Songs (Cant Zutta),28,Aggadat Shir ha-Shirim (Zuta),26,שיר השירים זוטא,45,מדרש זוטא - שיר השירים,22,שיר השירים זוטא,15,שיר השירים זוטא,Shir ha-Shirim Zuta,31,<חוסר>,<חוסר>,Midrash zuta. Shir ha-shirim,987007265453405171,Song of Songs Zuta,Shir HaShirim Zuta,"Aggadic Midrash, Late Midrash",scroll midrasim
מדרש שיר השירים,שיר השירים,1.17,3,1,1.17:3:1.0,מדרש שיר השירים,18,<חוסר>,<חוסר>,Midrash Shir ha-Shirim,30,מדרש שיר השירים,32,<חוסר>,<חוסר>,מדרש שיר השירים,16,<חוסר>,,<חוסר>,<חוסר>,<חוסר>,Midrash rabbah. Song of Songs,987007286638905171,Midrash Song of Songs,Midrash Shir HaShirim,"Aggadic Midrash, Late Midrash",scroll midrasim
איכה זוטא,איכה,1.19,2,1,1.19:2:1.0,איכה זוטא,19,<חוסר>,<חוסר>,Lamentations Zuta,29,<חוסר>,<חוסר>,מדרש זוטא - איכה,24,איכה זוטא,20,איכה זוטא,E'kha Zuta,30,<חוסר>,<חוסר>,Midrash zuta. Lamentations,987007265453505171,Lamentations Zuta,Eikhah Zuta,"Aggadic Midrash, Late Midrash",scroll midrasim
קהלת זוטא,קהלת,1.20,2,1,1.20:2:1.0,קהלת זוטא,20,Other Midrashim on Qohelet (Eccl Zutta),29,Ecclesiastes Zuta,28,קהלת זוטא,25,מדרש זוטא - קהלת,25,קהלת זוטא,22,קהלת זוטא,Qohelet Zuta,13,<חוסר>,<חוסר>,Midrash zuta. Ecclesiastes,987014605379305171,Ecclesiastes Zuta,Kohelet Zuta,Aggadic Midrash,scroll midrasim
אסתר זוטא,אסתר,1.21,3,1,1.21:3:1.0,אסתר זוטא,21,Other Midrashim on Esther,30,<חוסר>,<חוסר>,<חוסר>,<חוסר>,<חוסר>,<חוסר>,<חוסר>,<חוסר>,<חוסר>,,<חוסר>,<חוסר>,<חוסר>,Midrash Zuta. Esther,987012880102605171,Esther Zuta,Esther Zuta,,scroll midrasim
